case,hour_of_year,zone_idx,exterior_temp_c,expected_load_w,rel_err
Case600FF,525,3,16.755838364521527,15.999586318843612,1.3343903265910809e-08
Case600FF,525,4,16.755838364521527,15.999586318843612,1.3343903265910809e-08
Case600FF,613,0,21.037241497438316,0.0,0.0
Case600FF,613,1,21.037241497438316,0.0,0.0
Case600FF,613,2,21.037241497438316,0.0,0.0
Case600FF,613,3,21.037241497438316,0.0,0.0
Case600FF,613,4,21.037241497438316,0.0,0.0
Case600FF,700,0,30.703212398514015,9.153119111170833,2.616768578517341e-09
Case600FF,700,1,30.703212398514015,9.153119111170833,2.616768578517341e-09
Case600FF,700,2,30.703212398514015,9.153119111170833,2.616768578517341e-09
Case600FF,700,3,30.703212398514015,9.153119111170833,2.616768578517341e-09
Case600FF,700,4,30.703212398514015,9.153119111170833,2.616768578517341e-09
Case600FF,788,0,17.49881115785495,6.541738067668447,5.254531632556746e-09
Case600FF,788,1,17.49881115785495,6.541738067668447,5.254531632556746e-09
Case600FF,788,2,17.49881115785495,6.541738067668447,5.254531632556746e-09
Case600FF,788,3,17.49881115785495,6.541738067668447,5.254531632556746e-09
Case600FF,788,4,17.49881115785495,6.541738067668447,5.254531632556746e-09
Case600FF,876,0,25.053423027509677,0.0,0.0
Case600FF,876,1,25.053423027509677,0.0,0.0
Case600FF,876,2,25.053423027509677,0.0,0.0
Case600FF,876,3,25.053423027509677,0.0,0.0
Case600FF,876,4,25.053423027509677,0.0,0.0
Case600FF,963,0,31.30196228609241,16.7145536972495,8.122162008910492e-09
Case600FF,963,1,31.30196228609241,16.7145536972495,8.122162008910492e-09
Case600FF,963,2,31.30196228609241,16.7145536972495,8.122162008910492e-09
Case600FF,963,3,31.30196228609241,16.7145536972495,8.122162008910492e-09
Case600FF,963,4,31.30196228609241,16.7145536972495,8.122162008910492e-09
Case600FF,1051,0,18.48590371467933,0.0,0.0
Case600FF,1051,1,18.48590371467933,0.0,0.0
Case600FF,1051,2,18.48590371467933,0.0,0.0
Case600FF,1051,3,18.48590371467933,0.0,0.0
Case600FF,1051,4,18.48590371467933,0.0,0.0
Case600FF,1138,0,30.742908515171994,9.663455673936259,2.9927027833302403e-08
Case600FF,1138,1,30.742908515171994,9.663455673936259,2.9927027833302403e-08
Case600FF,1138,2,30.742908515171994,9.663455673936259,2.9927027833302403e-08
Case600FF,1138,3,30.742908515171994,9.663455673936259,2.9927027833302403e-08
Case600FF,1138,4,30.742908515171994,9.663455673936259,2.9927027833302403e-08
Case600FF,1226,0,31.243963983182642,15.997135072312687,5.628559596439396e-09
Case600FF,1226,1,31.243963983182642,15.997135072312687,5.628559596439396e-09
