Hour,Outdoor_Temp,Ground_Temp,Zone_Temps,Mass_Temps,Surface_Temps,Solar_Watts,Internal_Watts,HVAC_Watts,InterZone_Watts,Infiltration_Watts
2062,6.12,10.00,20.00,22.40,21.20,0.00,200.00,1355.09,0.00,434.16
2063,4.46,10.00,20.00,22.20,21.10,0.00,200.00,1569.63,0.00,434.16
2064,3.29,10.00,20.00,21.99,20.99,0.00,200.00,1724.66,0.00,434.16
2065,2.21,10.00,20.00,21.77,20.88,0.00,200.00,1869.98,0.00,434.16
2066,1.55,10.00,20.00,21.55,20.77,0.00,200.00,1965.25,0.00,434.16
2067,1.35,10.00,20.00,21.33,20.66,0.00,200.00,2004.40,0.00,434.16
2068,1.63,10.00,20.00,21.12,20.56,0.00,200.00,1985.11,0.00,434.16
2069,2.37,10.00,20.00,20.92,20.46,0.00,200.00,1909.00,0.00,434.16
2070,3.53,10.00,20.00,20.75,20.38,190.07,200.00,1712.34,0.00,434.16
2071,5.02,10.00,20.00,20.69,20.34,1339.98,200.00,1123.03,0.00,434.16
2072,6.76,10.00,20.00,20.77,20.38,3210.86,200.00,235.81,0.00,434.16
2073,8.62,10.00,23.01,21.00,22.01,4732.39,200.00,0.00,0.00,499.41
2074,10.49,10.00,26.21,21.35,23.78,5678.44,200.00,0.00,0.00,569.02
2075,12.22,10.00,27.00,21.75,24.37,6037.56,200.00,-220.64,0.00,586.12
2076,13.72,10.00,27.00,22.15,24.58,6070.38,200.00,-440.13,0.00,586.12
2077,14.88,10.00,27.00,22.55,24.78,6034.39,200.00,-594.14,0.00,586.12
2078,15.63,10.00,27.00,22.93,24.97,5677.90,200.00,-581.21,0.00,586.12
2079,15.91,10.00,27.00,23.24,25.12,4741.17,200.00,-299.26,0.00,586.12
2080,15.71,10.00,25.61,23.42,24.51,3232.05,200.00,0.00,0.00,555.95
2081,15.05,10.00,21.51,23.41,22.46,1363.41,200.00,0.00,0.00,466.97
2082,13.97,10.00,20.00,23.30,21.65,196.50,200.00,279.55,0.00,434.16
2083,12.55,10.00,20.00,23.16,21.58,0.00,200.00,530.04,0.00,434.16
2084,10.89,10.00,20.00,23.01,21.50,0.00,200.00,740.16,0.00,434.16
2085,9.10,10.00,20.00,22.84,21.42,0.00,200.00,966.88,0.00,434.16
2086,7.31,10.00,20.00,22.65,21.33,0.00,200.00,1195.35,0.00,434.16
2087,5.63,10.00,20.00,22.46,21.23,0.00,200.00,1410.59,0.00,434.16
2088,4.45,10.00,20.00,22.25,21.13,0.00,200.00,1567.40,0.00,434.16
2089,3.34,10.00,20.00,22.04,21.02,0.00,200.00,1715.67,0.00,434.16
2090,2.64,10.00,20.00,21.82,20.91,0.00,200.00,1815.00,0.00,434.16
2091,2.40,10.00,20.00,21.61,20.80,0.00,200.00,1859.26,0.00,434.16
2092,2.62,10.00,20.00,21.40,20.70,0.00,200.00,1846.08,0.00,434.16
2093,3.30,10.00,20.00,21.21,20.60,0.00,200.00,1777.03,0.00,434.16
2094,4.40,10.00,20.00,21.05,20.52,203.62,200.00,1583.38,0.00,434.16
2095,5.82,10.00,20.00,20.99,20.49,1416.73,200.00,979.74,0.00,434.16
2096,7.48,10.00,20.00,21.07,20.54,3288.45,200.00,101.35,0.00,434.16
2097,9.26,10.00,23.63,21.32,22.47,4778.01,200.00,0.00,0.00,512.86
2098,11.03,10.00,26.70,21.67,24.19,5683.93,200.00,0.00,0.00,579.55
2099,12.68,10.00,27.00,22.06,24.53,6007.60,200.00,-285.66,0.00,586.12
2100,14.09,10.00,27.00,22.46,24.73,6026.81,200.00,-488.70,0.00,586.12
2101,15.15,10.00,27.00,22.86,24.93,6004.40,200.00,-635.90,0.00,586.12
2102,15.81,10.00,27.00,23.23,25.12,5683.18,200.00,-624.04,0.00,586.12
2103,16.00,10.00,27.00,23.54,25.27,4786.39,200.00,-345.05,0.00,586.12
2104,15.71,10.00,25.86,23.72,24.79,3309.36,200.00,0.00,0.00,561.45
2105,14.96,10.00,21.71,23.71,22.71,1440.78,200.00,0.00,0.00,471.20
2106,13.80,10.00,20.00,23.59,21.80,210.94,200.00,277.24,0.00,434.16
2107,12.30,10.00,20.00,23.44,21.72,0.00,200.00,543.29,0.00,434.16
2108,10.56,10.00,20.00,23.28,21.64,0.00,200.00,763.20,0.00,434.16
2109,8.70,10.00,20.00,23.10,21.55,0.00,200.00,999.02,0.00,434.16
2110,6.85,10.00,20.00,22.91,21.45,0.00,200.00,1235.82,0.00,434.16
2111,5.12,10.00,20.00,22.70,21.35,0.00,200.00,1458.55,0.00,434.16
2112,3.88,10.00,20.00,22.48,21.24,0.00,200.00,1621.88,0.00,434.16
2113,2.74,10.00,20.00,22.26,21.13,0.00,200.00,1775.72,0.00,434.16
2114,2.00,10.00,20.00,22.03,21.02,0.00,200.00,1879.58,0.00,434.16
2115,1.74,10.00,20.00,21.81,20.90,0.00,200.00,1927.27,0.00,434.16
2116,1.95,10.00,20.00,21.59,20.79,0.00,200.00,1916.41,0.00,434.16
2117,2.63,10.00,20.00,21.39,20.69,0.00,200.00,1848.53,0.00,434.16
2118,3.73,10.00,20.00,21.21,20.61,218.93,200.00,1649.33,0.00,434.16
2119,5.17,10.00,20.00,21.15,20.57,1495.13,200.00,1021.52,0.00,434.16
2120,6.85,10.00,20.00,21.23,20.62,3365.13,200.00,141.17,0.00,434.16
2121,8.66,10.00,23.36,21.47,22.42,4821.88,200.00,0.00,0.00,507.14
2122,10.48,10.00,26.38,21.81,24.10,5688.02,200.00,0.00,0.00,572.64
2123,12.18,10.00,27.00,22.19,24.60,5977.13,200.00,-220.18,0.00,586.12
2124,13.64,10.00,27.00,22.58,24.79,5983.18,200.00,-424.79,0.00,586.12
2125,14.77,10.00,27.00,22.97,24.98,5973.91,200.00,-583.99,0.00,586.12
2126,15.49,10.00,27.00,23.34,25.17,5687.08,200.00,-592.76,0.00,586.12
2127,15.76,10.00,27.00,23.64,25.32,4829.87,200.00,-337.20,0.00,586.12
2128,15.55,10.00,25.94,23.82,24.88,3385.75,200.00,0.00,0.00,563.11
2129,14.89,10.00,21.85,23.82,22.83,1519.75,200.00,0.00,0.00,474.24
2130,13.82,10.00,20.00,23.70,21.85,227.10,200.00,263.44,0.00,434.16
2131,12.41,10.00,20.00,23.55,21.78,0.00,200.00,524.29,0.00,434.16
2132,10.77,10.00,20.00,23.39,21.70,0.00,200.00,732.93,0.00,434.16
2133,9.00,10.00,20.00,23.21,21.61,0.00,200.00,957.35,0.00,434.16
2134,7.24,10.00,20.00,23.02,21.51,0.00,200.00,1182.72,0.00,434.16
2135,5.60,10.00,20.00,22.82,21.41,0.00,200.00,1394.12,0.00,434.16
2136,4.46,10.00,20.00,22.60,21.30,0.00,200.00,1546.31,0.00,434.16
2137,3.39,10.00,20.00,22.38,21.19,0.00,200.00,1689.36,0.00,434.16
2138,2.74,10.00,20.00,22.16,21.08,0.00,200.00,1782.85,0.00,434.16
2139,2.55,10.00,20.00,21.94,20.97,0.00,200.00,1820.72,0.00,434.16
2140,2.84,10.00,20.00,21.73,20.87,0.00,200.00,1800.66,0.00,434.16
2141,3.58,10.00,20.00,21.54,20.77,0.00,200.00,1724.32,0.00,434.16
2142,4.74,10.00,20.00,21.37,20.69,235.93,200.00,1511.27,0.00,434.16
2143,6.23,10.00,20.00,21.32,20.66,1575.07,200.00,853.72,0.00,434.16
2144,7.96,10.00,20.17,21.42,20.80,3440.83,200.00,0.00,0.00,437.87
2145,9.80,10.00,24.27,21.68,22.97,4864.04,200.00,0.00,0.00,526.82
2146,11.64,10.00,27.00,22.03,24.52,5690.78,200.00,-42.39,0.00,586.12
2147,13.36,10.00,27.00,22.42,24.71,5946.20,200.00,-366.73,0.00,586.12
2148,14.83,10.00,27.00,22.81,24.91,5939.51,200.00,-567.97,0.00,586.12
2149,15.96,10.00,27.00,23.21,25.10,5942.96,200.00,-731.89,0.00,586.12
2150,16.67,10.00,27.00,23.58,25.29,5689.65,200.00,-751.86,0.00,586.12
2151,16.92,10.00,27.00,23.90,25.45,4871.64,200.00,-508.58,0.00,586.12
2152,16.68,10.00,26.93,24.10,25.52,3461.14,200.00,0.00,0.00,584.60
2153,15.98,10.00,22.83,24.12,23.48,1600.23,200.00,0.00,0.00,495.58
2154,14.86,10.00,20.00,24.01,22.00,244.94,200.00,110.95,0.00,434.16
2155,13.40,10.00,20.00,23.86,21.93,0.00,200.00,384.58,0.00,434.16
2156,11.69,10.00,20.00,23.70,21.85,0.00,200.00,600.51,0.00,434.16
2157,9.86,10.00,20.00,23.53,21.76,0.00,200.00,833.08,0.00,434.16
2158,8.02,10.00,20.00,23.33,21.67,0.00,200.00,1067.38,0.00,434.16
2159,6.30,10.00,20.00,23.13,21.56,0.00,200.00,1288.40,0.00,434.16
2160,5.08,10.00,20.00,22.92,21.46,0.00,200.00,1450.80,0.00,434.16
2161,3.93,10.00,20.00,22.70,21.35,0.00,200.00,1604.56,0.00,434.16
2162,3.19,10.00,20.00,22.47,21.24,0.00,200.00,1709.17,0.00,434.16
2163,2.90,10.00,20.00,22.25,21.13,0.00,200.00,1758.44,0.00,434.16
2164,3.10,10.00,20.00,22.04,21.02,0.00,200.00,1749.96,0.00,434.16
2165,3.75,10.00,20.00,21.84,20.92,0.00,200.00,1685.26,0.00,434.16
2166,4.81,10.00,20.00,21.67,20.83,254.58,200.00,1477.00,0.00,434.16
2167,6.21,10.00,20.00,21.61,20.81,1656.42,200.00,807.95,0.00,434.16
2168,7.85,10.00,20.35,21.71,21.03,3515.51,200.00,0.00,0.00,441.75
2169,9.61,10.00,24.32,21.97,23.14,4904.50,200.00,0.00,0.00,527.98
2170,11.37,10.00,27.00,22.31,24.66,5692.26,200.00,-27.95,0.00,586.12
2171,13.02,10.00,27.00,22.69,24.84,5914.85,200.00,-330.68,0.00,586.12
2172,14.42,10.00,27.00,23.07,25.03,5895.81,200.00,-518.32,0.00,586.12
2173,15.49,10.00,27.00,23.45,25.22,5911.60,200.00,-678.36,0.00,586.12
2174,16.14,10.00,27.00,23.81,25.41,5690.95,200.00,-702.77,0.00,586.12
2175,16.34,10.00,27.00,24.12,25.56,4911.72,200.00,-467.24,0.00,586.12
2176,16.07,10.00,26.74,24.32,25.53,3535.49,200.00,0.00,0.00,580.54
2177,15.34,10.00,22.63,24.33,23.48,1682.07,200.00,0.00,0.00,491.35
2178,14.20,10.00,20.00,24.21,22.10,264.39,200.00,172.26,0.00,434.16
2179,12.73,10.00,20.00,24.05,22.03,0.00,200.00,455.01,0.00,434.16
2180,11.02,10.00,20.00,23.88,21.94,0.00,200.00,671.91,0.00,434.16
2181,9.19,10.00,20.00,23.69,21.85,0.00,200.00,904.31,0.00,434.16
2182,7.37,10.00,20.00,23.49,21.75,0.00,200.00,1137.29,0.00,434.16
2183,5.68,10.00,20.00,23.28,21.64,0.00,200.00,1355.84,0.00,434.16
2184,4.49,10.00,20.00,23.06,21.53,0.00,200.00,1514.65,0.00,434.16
2185,3.38,10.00,20.00,22.83,21.41,0.00,200.00,1663.77,0.00,434.16
2186,2.69,10.00,20.00,22.60,21.30,0.00,200.00,1762.71,0.00,434.16
2187,2.47,10.00,20.00,22.37,21.18,0.00,200.00,1805.34,0.00,434.16
2188,2.73,10.00,20.00,22.15,21.07,0.00,200.00,1789.31,0.00,434.16
2189,3.45,10.00,20.00,21.94,20.97,0.00,200.00,1716.24,0.00,434.16
2190,4.59,10.00,20.00,21.77,20.89,274.82,200.00,1491.51,0.00,434.16
2191,6.07,10.00,20.00,21.72,20.86,1739.06,200.00,789.90,0.00,434.16
2192,7.80,10.00,20.49,21.82,21.16,3589.10,200.00,0.00,0.00,444.77
2193,9.65,10.00,24.45,22.08,23.27,4943.31,200.00,0.00,0.00,530.83
2194,11.50,10.00,27.00,22.43,24.71,5692.52,200.00,-49.19,0.00,586.12
2195,13.24,10.00,27.00,22.80,24.90,5883.13,200.00,-351.56,0.00,586.12
2196,14.73,10.00,27.00,23.18,25.09,5852.12,200.00,-546.11,0.00,586.12
2197,15.89,10.00,27.00,23.56,25.28,5879.86,200.00,-721.73,0.00,586.12
2198,16.64,10.00,27.00,23.93,25.46,5691.05,200.00,-768.91,0.00,586.12
2199,16.93,10.00,27.00,24.24,25.62,4950.16,200.00,-558.40,0.00,586.12
2200,16.74,10.00,27.00,24.45,25.72,3608.75,200.00,-67.89,0.00,586.12
2201,16.09,10.00,23.34,24.48,23.91,1765.16,200.00,0.00,0.00,506.71
2202,15.03,10.00,20.00,24.36,22.18,285.40,200.00,55.09,0.00,434.16
2203,13.62,10.00,20.00,24.21,22.11,0.00,200.00,336.38,0.00,434.16
2204,11.98,10.00,20.00,24.05,22.03,0.00,200.00,545.00,0.00,434.16
2205,10.21,10.00,20.00,23.87,21.94,0.00,200.00,769.93,0.00,434.16
2206,8.44,10.00,20.00,23.68,21.84,0.00,200.00,996.35,0.00,434.16
2207,6.79,10.00,20.00,23.47,21.74,0.00,200.00,1209.31,0.00,434.16
2208,5.63,10.00,20.00,23.26,21.63,0.00,200.00,1363.55,0.00,434.16
2209,4.55,10.00,20.00,23.04,21.52,0.00,200.00,1509.16,0.00,434.16
2210,3.88,10.00,20.00,22.81,21.41,0.00,200.00,1605.70,0.00,434.16
2211,3.66,10.00,20.00,22.59,21.30,0.00,200.00,1647.06,0.00,434.16
2212,3.91,10.00,20.00,22.38,21.19,0.00,200.00,1630.92,0.00,434.16
2213,4.62,10.00,20.00,22.18,21.09,0.00,200.00,1558.87,0.00,434.16
2214,5.74,10.00,20.00,22.02,21.01,296.59,200.00,1328.37,0.00,434.16
2215,7.19,10.00,20.00,21.98,20.99,1822.87,200.00,607.37,0.00,434.16
2216,8.88,10.00,21.44,22.11,21.77,3661.57,200.00,0.00,0.00,465.51
2217,10.68,10.00,25.31,22.38,23.85,4980.48,200.00,0.00,0.00,549.52
2218,12.48,10.00,27.00,22.73,24.86,5691.63,200.00,-186.96,0.00,586.12
2219,14.15,10.00,27.00,23.10,25.05,5851.05,200.00,-470.56,0.00,586.12
2220,15.58,10.00,27.00,23.48,25.24,5808.44,200.00,-652.48,0.00,586.12
2221,16.66,10.00,27.00,23.86,25.43,5847.77,200.00,-823.11,0.00,586.12
2222,17.33,10.00,27.00,24.23,25.61,5690.00,200.00,-871.74,0.00,586.12
2223,17.54,10.00,27.00,24.54,25.77,4986.97,200.00,-664.73,0.00,586.12
2224,17.26,10.00,27.00,24.76,25.88,3680.87,200.00,-176.45,0.00,586.12
2225,16.52,10.00,23.90,24.80,24.35,1847.05,200.00,0.00,0.00,518.75
2226,15.36,10.00,20.08,24.68,22.38,307.92,200.00,0.00,0.00,435.82
2227,13.87,10.00,20.00,24.53,22.26,0.00,200.00,287.01,0.00,434.16
2228,12.13,10.00,20.00,24.36,22.18,0.00,200.00,507.29,0.00,434.16
2229,10.27,10.00,20.00,24.17,22.09,0.00,200.00,743.80,0.00,434.16
2230,8.41,10.00,20.00,23.97,21.99,0.00,200.00,981.61,0.00,434.16
2231,6.67,10.00,20.00,23.76,21.88,0.00,200.00,1205.67,0.00,434.16
2232,5.43,10.00,20.00,23.53,21.77,0.00,200.00,1370.59,0.00,434.16
2233,4.27,10.00,20.00,23.31,21.65,0.00,200.00,1526.37,0.00,434.16
2234,3.52,10.00,20.00,23.07,21.54,0.00,200.00,1632.45,0.00,434.16
2235,3.24,10.00,20.00,22.84,21.42,0.00,200.00,1682.65,0.00,434.16
2236,3.43,10.00,20.00,22.62,21.31,0.00,200.00,1674.54,0.00,434.16
2237,4.09,10.00,20.00,22.41,21.21,0.00,200.00,1609.65,0.00,434.16
2238,5.16,10.00,20.00,22.24,21.12,318.54,200.00,1377.38,0.00,434.16
2239,6.58,10.00,20.00,22.20,21.10,1898.94,200.00,641.79,0.00,434.16
2240,8.23,10.00,21.22,22.31,21.77,3732.87,200.00,0.00,0.00,460.75
2241,10.02,10.00,25.01,22.57,23.79,5016.06,200.00,0.00,0.00,542.87
2242,11.81,10.00,27.00,22.91,24.96,5689.64,200.00,-115.31,0.00,586.12
2243,13.48,10.00,27.00,23.27,25.14,5818.68,200.00,-387.06,0.00,586.12
2244,14.91,10.00,27.00,23.63,25.32,5764.80,200.00,-565.13,0.00,586.12
2245,16.02,10.00,27.00,24.00,25.50,5815.39,200.00,-741.20,0.00,586.12
2246,16.71,10.00,27.00,24.36,25.68,5687.86,200.00,-803.38,0.00,586.12
2247,16.95,10.00,27.00,24.67,25.84,5022.20,200.00,-613.74,0.00,586.12
2248,16.72,10.00,27.00,24.88,25.94,3751.81,200.00,-143.44,0.00,586.12
2249,16.03,10.00,23.76,24.92,24.34,1921.13,200.00,0.00,0.00,515.69
2250,14.94,10.00,20.00,24.80,22.40,327.76,200.00,24.53,0.00,434.16
2251,13.51,10.00,20.00,24.64,22.32,0.00,200.00,324.98,0.00,434.16
2252,11.84,10.00,20.00,24.46,22.23,0.00,200.00,536.76,0.00,434.16
2253,10.06,10.00,20.00,24.27,22.14,0.00,200.00,764.05,0.00,434.16
2254,8.28,10.00,20.00,24.07,22.04,0.00,200.00,992.00,0.00,434.16
2255,6.63,10.00,20.00,23.86,21.93,0.00,200.00,1205.65,0.00,434.16
2256,5.48,10.00,20.00,23.63,21.82,0.00,200.00,1359.77,0.00,434.16
2257,4.41,10.00,20.00,23.40,21.70,0.00,200.00,1504.40,0.00,434.16
2258,3.76,10.00,20.00,23.17,21.59,0.00,200.00,1599.14,0.00,434.16
2259,3.56,10.00,20.00,22.94,21.47,0.00,200.00,1637.89,0.00,434.16
2260,3.85,10.00,20.00,22.72,21.36,0.00,200.00,1618.35,0.00,434.16
2261,4.60,10.00,20.00,22.52,21.26,0.00,200.00,1542.18,0.00,434.16
2262,5.76,10.00,20.00,22.35,21.18,337.38,200.00,1292.01,0.00,434.16
2263,7.26,10.00,20.00,22.32,21.16,1973.17,200.00,525.49,0.00,434.16
2264,9.00,10.00,21.91,22.45,22.18,3802.95,200.00,0.00,0.00,475.65
2265,10.86,10.00,25.68,22.73,24.20,5050.09,200.00,0.00,0.00,557.46
2266,12.72,10.00,27.00,23.07,25.04,5686.60,200.00,-234.14,0.00,586.12
2267,14.45,10.00,27.00,23.44,25.22,5786.03,200.00,-503.24,0.00,586.12
2268,15.94,10.00,27.00,23.80,25.40,5721.22,200.00,-684.50,0.00,586.12
2269,17.10,10.00,27.00,24.18,25.59,5782.74,200.00,-870.77,0.00,586.12
2270,17.83,10.00,27.00,24.55,25.77,5684.69,200.00,-948.98,0.00,586.12
2271,18.10,10.00,27.00,24.87,25.93,5055.88,200.00,-777.15,0.00,586.12
2272,17.89,10.00,27.00,25.09,26.05,3821.53,200.00,-323.45,0.00,586.12
2273,17.22,10.00,24.76,25.15,24.96,1995.49,200.00,0.00,0.00,537.60
2274,16.13,10.00,20.78,25.04,22.91,346.96,200.00,0.00,0.00,451.03
2275,14.69,10.00,20.00,24.89,22.45,0.00,200.00,165.02,0.00,434.16
2276,13.01,10.00,20.00,24.73,22.36,0.00,200.00,378.09,0.00,434.16
2277,11.21,10.00,20.00,24.54,22.27,0.00,200.00,607.81,0.00,434.16
2278,9.40,10.00,20.00,24.35,22.17,0.00,200.00,839.29,0.00,434.16
2279,7.71,10.00,20.00,24.13,22.07,0.00,200.00,1057.56,0.00,434.16
2280,6.50,10.00,20.00,23.92,21.96,0.00,200.00,1217.34,0.00,434.16
2281,5.38,10.00,20.00,23.69,21.84,0.00,200.00,1368.59,0.00,434.16
2282,4.66,10.00,20.00,23.46,21.73,0.00,200.00,1470.85,0.00,434.16
2283,4.40,10.00,20.00,23.24,21.62,0.00,200.00,1517.96,0.00,434.16
2284,4.61,10.00,20.00,23.02,21.51,0.00,200.00,1507.55,0.00,434.16
2285,5.28,10.00,20.00,22.81,21.41,0.00,200.00,1441.16,0.00,434.16
2286,6.35,10.00,20.00,22.65,21.32,356.93,200.00,1194.23,0.00,434.16
2287,7.76,10.00,20.00,22.62,21.31,2047.61,200.00,418.47,0.00,434.16
2288,9.41,10.00,22.43,22.76,22.59,3871.80,200.00,0.00,0.00,486.84
2289,11.18,10.00,26.06,23.04,24.55,5082.59,200.00,0.00,0.00,565.80
2290,12.94,10.00,27.00,23.38,25.19,5682.58,200.00,-279.83,0.00,586.12
2291,14.58,10.00,27.00,23.74,25.37,5753.15,200.00,-526.76,0.00,586.12
2292,15.99,10.00,27.00,24.09,25.55,5677.72,200.00,-692.46,0.00,586.12
2293,17.05,10.00,27.00,24.46,25.73,5749.85,200.00,-871.07,0.00,586.12
2294,17.70,10.00,27.00,24.82,25.91,5680.53,200.00,-948.58,0.00,586.12
2295,17.89,10.00,27.00,25.13,26.07,5088.05,200.00,-779.37,0.00,586.12
2296,17.60,10.00,27.00,25.35,26.18,3890.00,200.00,-328.97,0.00,586.12
2297,16.85,10.00,24.76,25.41,25.08,2070.02,200.00,0.00,0.00,537.43
2298,15.69,10.00,20.61,25.29,22.95,366.85,200.00,0.00,0.00,447.49
2299,14.20,10.00,20.00,25.13,22.57,0.00,200.00,209.90,0.00,434.16
2300,12.47,10.00,20.00,24.95,22.48,0.00,200.00,429.98,0.00,434.16
2301,10.62,10.00,20.00,24.76,22.38,0.00,200.00,665.75,0.00,434.16
2302,8.78,10.00,20.00,24.55,22.28,0.00,200.00,902.26,0.00,434.16
2303,7.06,10.00,20.00,24.33,22.16,0.00,200.00,1124.50,0.00,434.16
2304,5.84,10.00,20.00,24.10,22.05,0.00,200.00,1287.17,0.00,434.16
2305,4.70,10.00,20.00,23.86,21.93,0.00,200.00,1440.15,0.00,434.16
2306,3.99,10.00,20.00,23.63,21.81,0.00,200.00,1542.99,0.00,434.16
2307,3.74,10.00,20.00,23.39,21.69,0.00,200.00,1589.53,0.00,434.16
2308,3.97,10.00,20.00,23.16,21.58,0.00,200.00,1577.40,0.00,434.16
2309,4.66,10.00,20.00,22.95,21.47,0.00,200.00,1508.17,0.00,434.16
2310,5.78,10.00,20.00,22.77,21.39,377.15,200.00,1249.93,0.00,434.16
2311,7.23,10.00,20.00,22.74,21.37,2122.18,200.00,449.29,0.00,434.16
2312,8.93,10.00,22.28,22.88,22.58,3939.37,200.00,0.00,0.00,483.63
2313,10.76,10.00,25.88,23.15,24.52,5113.60,200.00,0.00,0.00,561.85
2314,12.60,10.00,27.00,23.49,25.24,5677.62,200.00,-241.30,0.00,586.12
2315,14.31,10.00,27.00,23.84,25.42,5720.07,200.00,-486.60,0.00,586.12
2316,15.79,10.00,27.00,24.19,25.59,5634.31,200.00,-657.75,0.00,586.12
2317,16.94,10.00,27.00,24.55,25.78,5716.77,200.00,-849.90,0.00,586.12
2318,17.67,10.00,27.00,24.91,25.95,5675.45,200.00,-947.95,0.00,586.12
2319,17.95,10.00,27.00,25.22,26.11,5118.74,200.00,-802.63,0.00,586.12
2320,17.76,10.00,27.00,25.45,26.22,3956.78,200.00,-376.70,0.00,586.12
2321,17.10,10.00,25.10,25.52,25.31,2144.65,200.00,0.00,0.00,544.83
2322,16.04,10.00,20.91,25.40,23.16,387.39,200.00,0.00,0.00,453.99
2323,14.64,10.00,20.00,25.24,22.62,0.00,200.00,151.05,0.00,434.16
2324,13.00,10.00,20.00,25.07,22.54,0.00,200.00,359.91,0.00,434.16
2325,11.24,10.00,20.00,24.88,22.44,0.00,200.00,584.72,0.00,434.16
2326,9.47,10.00,20.00,24.68,22.34,0.00,200.00,810.66,0.00,434.16
2327,7.84,10.00,20.00,24.46,22.23,0.00,200.00,1022.80,0.00,434.16
2328,6.69,10.00,20.00,24.24,22.12,0.00,200.00,1176.00,0.00,434.16
2329,5.62,10.00,20.00,24.01,22.00,0.00,200.00,1320.15,0.00,434.16
2330,4.97,10.00,20.00,23.78,21.89,0.00,200.00,1414.93,0.00,434.16
2331,4.77,10.00,20.00,23.55,21.78,0.00,200.00,1454.27,0.00,434.16
2332,5.05,10.00,20.00,23.33,21.67,0.00,200.00,1435.85,0.00,434.16
2333,5.79,10.00,20.00,23.12,21.56,0.00,200.00,1361.32,0.00,434.16
2334,6.93,10.00,20.00,22.96,21.48,397.99,200.00,1091.24,0.00,434.16
2335,8.41,10.00,20.00,22.94,21.47,2196.79,200.00,267.77,0.00,434.16
2336,10.12,10.00,23.26,23.10,23.18,4001.00,200.00,0.00,0.00,504.93
2337,11.95,10.00,26.81,23.40,25.10,5143.17,200.00,0.00,0.00,582.00
2338,13.78,10.00,27.00,23.74,25.37,5671.78,200.00,-398.47,0.00,586.12
2339,15.48,10.00,27.00,24.09,25.55,5686.81,200.00,-632.30,0.00,586.12
2340,16.93,10.00,27.00,24.45,25.72,5591.02,200.00,-797.05,0.00,586.12
2341,18.04,10.00,27.00,24.81,25.91,5683.51,200.00,-988.97,0.00,586.12
2342,18.74,10.00,27.00,25.18,26.09,5669.49,200.00,-1092.05,0.00,586.12
2343,18.97,10.00,27.00,25.50,26.25,5147.99,200.00,-953.74,0.00,586.12
2344,18.71,10.00,27.00,25.73,26.36,4016.33,200.00,-532.21,0.00,586.12
2345,17.99,10.00,25.94,25.81,25.88,2219.29,200.00,0.00,0.00,563.10
2346,16.86,10.00,21.61,25.71,23.66,408.53,200.00,0.00,0.00,469.05
2347,15.38,10.00,20.00,25.55,22.78,0.00,200.00,40.70,0.00,434.16
2348,13.66,10.00,20.00,25.38,22.69,0.00,200.00,259.51,0.00,434.16
2349,11.81,10.00,20.00,25.19,22.60,0.00,200.00,494.82,0.00,434.16
2350,9.96,10.00,20.00,24.99,22.49,0.00,200.00,731.70,0.00,434.16
2351,8.23,10.00,20.00,24.77,22.38,0.00,200.00,955.12,0.00,434.16
2352,6.99,10.00,20.00,24.54,22.27,0.00,200.00,1119.89,0.00,434.16
2353,5.83,10.00,20.00,24.31,22.15,0.00,200.00,1275.67,0.00,434.16
2354,5.09,10.00,20.00,24.07,22.03,0.00,200.00,1382.08,0.00,434.16
2355,4.80,10.00,20.00,23.84,21.92,0.00,200.00,1432.92,0.00,434.16
2356,4.99,10.00,20.00,23.61,21.80,0.00,200.00,1425.79,0.00,434.16
2357,5.64,10.00,20.00,23.40,21.70,0.00,200.00,1362.21,0.00,434.16
2358,6.70,10.00,20.00,23.23,21.61,419.43,200.00,1094.82,0.00,434.16
2359,8.10,10.00,20.00,23.20,21.60,2271.35,200.00,261.88,0.00,434.16
2360,9.74,10.00,23.21,23.36,23.28,4059.63,200.00,0.00,0.00,503.88
2361,11.51,10.00,26.66,23.64,25.15,5171.32,200.00,0.00,0.00,578.63
2362,13.28,10.00,27.00,23.97,25.49,5665.10,200.00,-349.67,0.00,586.12
2363,14.92,10.00,27.00,24.31,25.66,5653.42,200.00,-566.90,0.00,586.12
2364,16.34,10.00,27.00,24.65,25.83,5547.87,200.00,-722.07,0.00,586.12
2365,17.42,10.00,27.00,25.01,26.00,5650.13,200.00,-912.52,0.00,586.12
2366,18.09,10.00,27.00,25.36,26.18,5662.71,200.00,-1021.37,0.00,586.12
2367,18.30,10.00,27.00,25.67,26.34,5175.84,200.00,-892.99,0.00,586.12
2368,18.04,10.00,27.00,25.90,26.45,4074.58,200.00,-481.12,0.00,586.12
2369,17.32,10.00,25.69,25.97,25.83,2293.86,200.00,0.00,0.00,557.71
2370,16.20,10.00,21.26,25.86,23.56,430.25,200.00,0.00,0.00,461.48
2371,14.74,10.00,20.00,25.69,22.85,0.00,200.00,110.54,0.00,434.16
2372,13.05,10.00,20.00,25.51,22.76,0.00,200.00,326.30,0.00,434.16
2373,11.24,10.00,20.00,25.31,22.66,0.00,200.00,557.46,0.00,434.16
2374,9.44,10.00,20.00,25.10,22.55,0.00,200.00,789.15,0.00,434.16
2375,7.76,10.00,20.00,24.87,22.44,0.00,200.00,1006.38,0.00,434.16
2376,6.59,10.00,20.00,24.64,22.32,0.00,200.00,1164.08,0.00,434.16
